"","branch_code","time_block","tree","treatment","date.x","bug_count","morphospecies","wet_mass_g","exo","X","arachnids","lepidoptera","diptera","coleoptera","hymenoptera","hemiptera","aquatics","gastropods","orthopterids","guild","date.y","gastropod_biomass","ï..tree_id","herbivore_reps","herbivore_average_n","herbivore_stdev_n","herbivore_average_c","herbivore_stdev_c","herbivore_average_ratio","spider_reps","spider_average_n","spider_stdev_n","spider_average_c","spider_stdev_c","spider_average_ratio"
"475","WH3C",3,"Witch-hazel","control","21-Jun",16,11,0.1256,"Native",475,6,0,1,1,5,3,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","WE1C",3,"Burning Bush","control","21-Jun",19,13,0.0617,"Non-native",476,4,0,2,0,4,5,2,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","BB11C",3,"Sweet Birch","control","21-Jun",13,7,0.0443,"Native",477,7,0,0,2,3,0,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","BB12C",3,"Sweet Birch","control","21-Jun",9,7,0.041,"Native",478,3,0,0,0,0,1,0,0,4,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","SM1C",3,"Striped Maple","control","21-Jun",9,7,0.0069,"Native",479,3,0,0,1,1,1,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","BY6C",3,"Barberry","control","21-Jun",8,5,0.0199,"Non-native",480,3,0,0,0,0,5,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","BC4C",3,"Shadbush","control","21-Jun",22,10,0.0143,"Native",481,2,1,0,1,1,12,0,0,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","BB11B",3,"Sweet Birch","bag","21-Jun",25,11,0.0688,"Native",482,15,0,0,2,0,3,0,0,1,15,NA,0,"BB11",1,10.51389437,NA,47.79775283,NA,5.301635081,1,10.61586038,NA,49.32879601,NA,5.418901777
"483","AB1C",3,"Beech","control","21-Jun",9,5,0.0093,"Native",483,6,0,0,0,0,2,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","HS1C",3,"Honeysuckle","control","21-Jun",14,11,0.038,"Non-native",484,2,1,2,2,3,3,0,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","AO8C",3,"Autumn Olive","control","21-Jun",23,12,0.1244,"Non-native",485,10,0,0,5,0,4,0,0,1,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","BY6B",3,"Barberry","bag","21-Jun",12,7,0.3382,"Non-native",486,7,1,1,0,1,0,0,0,0,7,NA,0,"BY6",3,9.291707675,0.580930947,48.83229955,1.529464101,6.136847299,1,9.370064735,NA,50.05646896,NA,6.229935942
"487","WE9B",3,"Burning Bush","bag","21-Jun",21,14,0.0329,"Non-native",487,9,0,0,2,1,4,1,0,1,9,NA,0,"WE9",1,12.76948903,NA,54.89088794,NA,5.012942216,1,11.79298779,NA,53.3188263,NA,5.27257412
"488","AO8B",3,"Autumn Olive","bag","21-Jun",34,18,0.247,"Non-native",488,12,1,0,1,1,13,0,0,2,12,NA,0,"AO8",3,11.18529714,0.097163085,50.88238196,1.592060563,5.305851567,1,10.76586458,NA,48.06524605,NA,5.206528126
"489","SM2B",3,"Striped Maple","bag","21-Jun",32,18,0.3429,"Native",489,12,1,0,4,8,2,0,0,1,12,NA,0,"SM2",1,9.357991219,NA,48.10120773,NA,5.994311521,1,11.14865017,NA,50.25952148,NA,5.257291078
"490","SM2C",3,"Striped Maple","control","21-Jun",14,12,0.0381,"Native",490,3,0,0,3,3,1,2,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","MW2B",3,"Musclewood","bag","21-Jun",13,11,0.0916,"Native",491,5,0,0,1,0,5,1,0,0,5,NA,0,"MW2",1,9.890742302,NA,54.95200729,NA,6.479188811,1,9.774047966,NA,54.12137901,NA,6.457439553
"492","WE9C",3,"Burning Bush","control","21-Jun",19,13,0.037,"Non-native",492,10,0,0,2,2,1,0,0,1,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","MW1C",3,"Musclewood","control","21-Jun",12,7,0.0497,"Native",493,6,0,0,1,0,2,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","HS2B",3,"Honeysuckle","bag","21-Jun",38,21,0.1397,"Non-native",494,12,0,0,2,1,8,0,0,4,12,NA,0,"HS2",1,10.18101788,NA,48.70880127,NA,5.579331979,1,11.16391754,NA,50.82607651,NA,5.30928364
"495","WH3B",3,"Witch-hazel","bag","21-Jun",13,9,0.0728,"Native",495,5,0,3,3,1,0,0,0,0,5,NA,0,"WH3",1,10.62882878,NA,45.27077949,NA,4.967049899,1,11.54242499,NA,47.504859,NA,4.799620884
"496","AO1B",3,"Autumn Olive","bag","21-Jun",36,16,0.0608,"Non-native",496,10,1,0,2,6,5,0,0,1,10,NA,0,"AO1",1,11.39277363,NA,47.74710464,NA,4.887463588,1,10.94629574,NA,49.36320496,NA,5.258987436
"497","BY7C",3,"Barberry","control","21-Jun",9,8,0.2068,"Non-native",497,6,0,0,1,0,1,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","AB9C",3,"Beech","control","21-Jun",12,9,0.0193,"Native",498,12,0,1,2,0,1,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","AB1B",3,"Beech","bag","21-Jun",21,13,0.5156,"Native",499,3,2,0,4,0,5,0,0,1,3,NA,0,"AB1",1,8.903213501,NA,50.64284897,NA,6.633417056,1,10.29442883,NA,48.50837326,NA,5.495160949
"500","AB9B",3,"Beech","bag","21-Jun",26,15,0.0932,"Native",500,15,1,1,3,1,3,0,0,1,15,NA,0,"AB9",1,9.268261333,NA,47.44002636,NA,5.969151649,3,9.607207836,0.436629094,53.42811553,0.953617041,6.497371436
"501","MW1B",3,"Musclewood","bag","21-Jun",22,13,0.0532,"Native",501,12,1,0,4,1,2,0,0,0,12,NA,0,"MW1",1,10.05731773,NA,51.27178192,NA,5.945141591,1,9.864388544,NA,49.7790778,NA,5.884948115
"502","AO1C",3,"Autumn Olive","control","21-Jun",29,14,0.0229,"Non-native",502,5,0,3,3,0,8,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","HS1B",3,"Honeysuckle","bag","21-Jun",13,9,0.1565,"Non-native",503,2,0,0,3,1,4,0,0,0,2,NA,0,"HS1",1,9.184773282,NA,55.93798811,NA,7.102387501,1,9.910452598,NA,48.93500921,NA,5.758271627
"504","WE1B",3,"Burning Bush","bag","21-Jun",26,15,0.1058,"Non-native",504,10,0,0,4,3,4,1,0,0,10,NA,0,"WE1",1,8.803438146,NA,44.76405443,NA,5.929841151,1,9.968340754,NA,50.13165252,NA,5.864825666
"505","BC4B",3,"Shadbush","bag","21-Jun",41,17,0.0657,"Native",505,11,0,1,7,2,10,0,0,0,11,NA,0,"BC4",1,8.690612793,NA,51.0493927,NA,6.850245579,1,10.759902,NA,50.66631699,NA,5.491322899
"506","MW2C",3,"Musclewood","control","21-Jun",36,11,0.0422,"Native",506,6,1,0,2,0,6,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","SM4C",3,"Striped Maple","control","23-Jun",47,23,0.0777,"Native",507,19,1,1,4,1,8,0,0,2,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","HS4C",3,"Honeysuckle","control","23-Jun",24,15,0.0632,"Non-native",508,12,0,2,2,1,4,1,0,1,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","SM3C",3,"Striped Maple","control","23-Jun",9,7,0.0061,"Native",509,0,0,0,2,1,3,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","AB10B",3,"Beech","bag","23-Jun",9,9,0.292,"Native",510,2,0,1,3,0,0,1,0,0,2,NA,0,"AB10",3,10.23797456,0.249553673,49.91558159,1.18946715,5.688988828,1,12.58969295,NA,52.02617199,NA,4.819174983
"511","SM3B",3,"Striped Maple","bag","23-Jun",19,15,0.2065,"Native",511,7,2,0,1,2,2,0,0,1,7,NA,0,"SM3",1,9.712648359,NA,51.06349022,NA,6.131105536,1,11.62445452,NA,50.51038091,NA,5.067269732
"512","HS4B",3,"Honeysuckle","bag","23-Jun",47,26,0.4353,"Non-native",512,15,3,5,8,2,10,2,1,1,15,"23-Jun",0.3059,"HS4",3,11.45333131,0.550549246,52.9004364,0.771772614,5.392578494,1,10.40816975,NA,47.98695374,NA,5.376687265
"513","AB10C",3,"Beech","control","23-Jun",21,14,0.0334,"Native",513,5,0,3,5,1,3,0,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","AO3B",3,"Autumn Olive","bag","23-Jun",26,19,0.1048,"Non-native",514,7,1,1,8,0,1,1,0,1,7,NA,0,"AO3",1,9.569042206,NA,53.90907288,NA,6.569909005,1,11.29537487,NA,51.53673172,NA,5.320864342
"515","BB1B",3,"Sweet Birch","bag","23-Jun",42,17,0.1092,"Native",515,27,1,1,1,2,8,0,0,0,27,NA,0,"BB1",1,10.47508377,NA,50.01286579,NA,5.567884242,1,10.08292354,NA,51.99971721,NA,6.014236051
"516","AB11C",3,"Beech","control","23-Jun",16,12,0.0911,"Native",516,2,0,1,4,3,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","AB11B",3,"Beech","bag","23-Jun",23,16,0.0866,"Native",517,6,0,5,4,4,2,1,0,0,6,NA,0,"AB11",1,10.4672202,NA,47.69880092,NA,5.314251,1,12.45423816,NA,49.05986052,NA,4.593831954
"518","WH1B",3,"Witch-hazel","bag","23-Jun",57,22,0.3501,"Native",518,17,1,12,14,4,2,1,0,0,17,NA,0,"WH1",1,8.396972656,NA,48.83420181,NA,6.782148838,1,11.82800007,NA,50.41902924,NA,4.971061348
"519","BB2B",3,"Sweet Birch","bag","23-Jun",16,12,0.0559,"Native",519,2,0,1,1,3,2,2,0,3,2,NA,0,"BB2",1,8.192221124,NA,46.40272504,NA,6.6055317,1,11.24591637,NA,47.98534775,NA,4.975992977
"520","BB2C",3,"Sweet Birch","control","23-Jun",30,20,0.0649,"Native",520,2,1,1,4,4,6,6,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","BB1C",3,"Sweet Birch","control","23-Jun",17,12,0.0669,"Native",521,5,0,1,2,1,8,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","HS3C",3,"Honeysuckle","control","23-Jun",18,9,0.0582,"Non-native",522,3,1,0,0,6,3,0,0,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","AO2B",3,"Autumn Olive","bag","23-Jun",16,10,0.0702,"Non-native",523,8,0,1,0,0,5,0,0,0,8,NA,0,"AO2",1,10.34116294,NA,52.6255938,NA,5.934629209,1,11.06716963,NA,49.58096367,NA,5.224495492
"524","SM4B",3,"Striped Maple","bag","23-Jun",28,18,0.0575,"Native",524,9,1,0,5,2,5,0,0,2,9,NA,0,"SM4",1,9.707125048,NA,50.54021591,NA,6.071729711,1,10.76512848,NA,49.07008985,NA,5.315738367
"525","WH1C",3,"Witch-hazel","control","23-Jun",13,8,0.0161,"Native",525,7,0,2,1,1,1,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","MW4B",3,"Musclewood","bag","23-Jun",32,22,0.1478,"Native",526,8,1,2,7,1,4,4,0,0,8,NA,0,"MW4",1,9.334521371,NA,53.69241185,NA,6.707903716,3,10.84195415,0.5209436,51.44277794,1.659535071,5.546130918
"527","HS3B",3,"Honeysuckle","bag","23-Jun",27,11,0.0653,"Non-native",527,13,1,2,0,1,6,0,0,3,13,NA,0,"HS3",1,10.85909462,NA,49.55062485,NA,5.321345775,1,10.94035244,NA,46.44218826,NA,4.95048015
"528","BY2C",3,"Barberry","control","23-Jun",14,11,0.0214,"Non-native",528,6,0,2,0,0,2,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","BY1C",3,"Barberry","control","23-Jun",26,13,0.084,"Non-native",529,9,2,0,1,2,11,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","AO2C",3,"Autumn Olive","control","23-Jun",14,12,0.0143,"Non-native",530,4,1,1,1,1,4,1,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","WE8B",3,"Burning Bush","bag","23-Jun",21,14,0.1628,"Non-native",531,6,2,1,1,0,3,0,0,1,6,NA,0,"WE8",1,8.349671555,NA,48.01784521,NA,6.70655108,1,10.54659936,NA,49.3457274,NA,5.456360654
"532","AO3C",3,"Autumn Olive","control","23-Jun",9,6,0.0069,"Non-native",532,1,1,1,4,0,1,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","WH2C",3,"Witch-hazel","control","23-Jun",15,10,0.0461,"Native",533,2,0,3,1,5,3,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","MW3B",3,"Musclewood","bag","23-Jun",25,12,0.1335,"Native",534,5,1,4,2,0,2,9,0,0,5,NA,0,"MW3",3,11.55615999,0.276564461,46.87393064,0.625476745,4.731652892,1,11.80946166,NA,47.49601431,NA,4.690217988
"535","MW4C",3,"Musclewood","control","23-Jun",22,15,0.1383,"Native",535,6,1,4,1,1,3,4,0,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","WE7C",3,"Burning Bush","control","23-Jun",13,9,0.1328,"Non-native",536,4,1,2,0,0,2,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","WE7B",3,"Burning Bush","bag","23-Jun",17,13,0.0382,"Non-native",537,5,1,1,0,1,3,0,0,1,5,NA,0,"WE7",1,7.61567975,NA,48.62619465,NA,7.446077855,1,10.67433417,NA,51.53737606,NA,5.630506578
"538","BY1B",3,"Barberry","bag","23-Jun",34,15,0.1035,"Non-native",538,10,1,4,0,7,8,1,0,0,10,NA,0,"BY1",1,10.0534153,NA,48.62870407,NA,5.640856276,1,8.650485039,NA,52.36780167,NA,7.059758508
"539","BY2B",3,"Barberry","bag","23-Jun",9,8,0.0473,"Non-native",539,5,0,1,0,1,2,0,0,0,5,NA,0,"BY2",1,10.24839878,NA,45.69161606,NA,5.199319004,1,10.72968102,NA,50.68323517,NA,5.508628432
"540","MW3C",3,"Musclewood","control","23-Jun",24,15,0.2199,"Native",540,2,2,2,6,2,8,2,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","WE8C",3,"Burning Bush","control","23-Jun",5,5,0.057,"Non-native",541,2,0,0,0,0,2,0,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","WH2B",3,"Witch-hazel","bag","23-Jun",34,17,0.3012,"Native",542,10,2,5,2,6,1,1,0,2,10,NA,0,"WH2",1,10.23284626,NA,51.25650787,NA,5.841421255,1,10.84861946,NA,51.56336212,NA,5.542844733
"543","SM5C",3,"Striped Maple","control","25-Jun",47,16,0.076,"Native",543,4,1,0,3,19,14,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","BC1B",3,"Shadbush","bag","25-Jun",16,13,0.0398,"Native",544,3,2,1,3,1,3,0,0,0,3,NA,0,"BC1",1,9.618085943,NA,46.98899335,NA,5.69735721,1,9.372461141,NA,40.35728801,NA,5.021509485
"545","SM6B",3,"Striped Maple","bag","25-Jun",27,12,0.0912,"Native",545,15,0,1,7,1,3,0,0,0,15,NA,0,"SM6",1,10.65548973,NA,50.95848437,NA,5.577107934,1,10.3402914,NA,49.14430836,NA,5.542509052
"546","WH6B",3,"Witch-hazel","bag","25-Jun",24,15,0.1276,"Native",546,12,1,0,3,0,2,1,0,0,12,NA,0,"WH6",3,9.830489515,0.370783546,49.60992069,0.567771703,5.88963285,1,10.70814757,NA,49.3806343,NA,5.377844967
"547","AO4C",3,"Autumn Olive","control","25-Jun",8,6,0.0133,"Non-native",547,2,0,1,4,0,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","MW5B",3,"Musclewood","bag","25-Jun",38,25,0.1176,"Native",548,11,0,2,5,3,12,2,0,1,11,NA,0,"MW5",1,10.1103749,NA,51.24937604,NA,5.911358308,1,10.53344779,NA,51.42341216,NA,5.693198225
"549","WH5C",3,"Witch-hazel","control","25-Jun",20,10,0.0189,"Native",549,10,0,1,3,1,2,1,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","MW5C",3,"Musclewood","control","25-Jun",16,9,0.1018,"Native",550,8,0,0,2,0,5,1,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","BB4B",3,"Sweet Birch","bag","25-Jun",36,16,0.2022,"Native",551,11,0,3,2,4,5,2,0,1,11,NA,0,"BB4",1,8.207028389,NA,49.54014587,NA,7.039426959,1,11.34341431,NA,52.35301971,NA,5.382250465
"552","BC1C",3,"Shadbush","control","25-Jun",81,11,0.0333,"Native",552,1,0,0,5,0,9,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","BC3B",3,"Shadbush","bag","25-Jun",14,11,0.039,"Native",553,6,1,0,2,1,2,0,0,0,6,NA,0,"BC3",1,8.995114326,NA,53.07982635,NA,6.88158958,1,10.36768723,NA,50.03474808,NA,5.628022076
"554","AB2C",3,"Beech","control","25-Jun",15,12,0.0876,"Native",554,1,1,1,3,1,3,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","BY5B",3,"Barberry","bag","25-Jun",21,11,0.1068,"Non-native",555,8,0,0,1,0,11,0,0,0,8,NA,0,"BY5",1,10.35087585,NA,49.98778534,NA,5.631871771,1,10.16550541,NA,50.47744751,NA,5.790744078
"556","SM5B",3,"Striped Maple","bag","25-Jun",13,9,0.0658,"Native",556,5,1,0,2,3,0,0,0,0,5,NA,0,"SM5",1,10.83768782,NA,50.08486494,NA,5.389343086,1,11.03541061,NA,53.63537367,NA,5.667986082
"557","MW6C",3,"Musclewood","control","25-Jun",27,20,0.1346,"Native",557,7,0,0,4,3,6,2,0,1,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","BB4C",3,"Sweet Birch","control","25-Jun",11,8,0.2074,"Native",558,4,1,0,3,1,2,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","BC3C",3,"Shadbush","control","25-Jun",13,11,0.044,"Native",559,4,2,0,1,1,3,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","AB2B",3,"Beech","bag","25-Jun",43,19,0.1008,"Native",560,8,1,12,5,5,4,0,0,2,8,NA,0,"AB2",1,9.352546775,NA,50.57327305,NA,6.306046,1,10.27233505,NA,54.3535881,NA,6.170566034
"561","HS5B",3,"Honeysuckle","bag","25-Jun",99,20,0.0886,"Non-native",561,8,2,0,1,4,37,0,0,20,8,NA,0,"HS5",1,10.74747382,NA,51.74950823,NA,5.615207288,1,11.97572223,NA,52.54792062,NA,5.117051438
"562","AB12C",3,"Beech","control","25-Jun",8,8,0.012,"Native",562,1,0,1,2,0,2,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","HS5C",3,"Honeysuckle","control","25-Jun",25,13,0.0318,"Non-native",563,15,0,1,3,1,2,0,0,2,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","HS6B",3,"Honeysuckle","bag","25-Jun",18,8,0.0348,"Non-native",564,9,0,0,0,0,4,0,0,2,9,NA,0,"HS6",1,12.54843252,NA,48.48041038,NA,4.505497672,1,10.95277838,NA,50.14168659,NA,5.338762479
"565","HS6C",3,"Honeysuckle","control","25-Jun",17,10,0.0736,"Non-native",565,9,0,0,0,1,7,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","WH5B",3,"Witch-hazel","bag","25-Jun",18,12,0.1188,"Native",566,9,0,1,0,2,2,1,0,1,9,NA,0,"WH5",1,8.984161976,NA,52.39908244,NA,6.801615393,1,11.39938404,NA,48.81613194,NA,4.993993131
"567","BB3B",3,"Sweet Birch","bag","25-Jun",21,12,0.1276,"Native",567,5,1,0,4,2,4,0,0,3,5,NA,0,"BB3",1,7.922075748,NA,48.6479187,NA,7.161289581,3,10.60749626,0.512090751,53.30378215,1.512825751,5.864358316
"568","BY4B",3,"Barberry","bag","25-Jun",12,11,0.0487,"Non-native",568,4,1,1,2,0,1,0,0,1,4,NA,0,"BY4",1,7.064360142,NA,45.07918549,NA,7.44164915,1,10.2769413,NA,48.86156464,NA,5.544590232
"569","BY4C",3,"Barberry","control","25-Jun",24,16,0.1162,"Non-native",569,6,3,1,2,0,6,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","SM6C",3,"Striped Maple","control","25-Jun",14,10,0.3162,"Native",570,3,1,0,4,1,2,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","AB12B",3,"Beech","bag","25-Jun",13,8,0.0105,"Native",571,7,2,0,3,1,0,0,0,0,7,NA,0,"AB12",1,10.25901919,NA,48.91669317,NA,5.560543086,1,12.12178313,NA,52.64855186,NA,5.065075017
"572","WE2B",3,"Burning Bush","bag","25-Jun",12,7,0.0196,"Non-native",572,5,0,0,2,0,3,0,0,0,5,NA,0,"WE2",1,9.444809914,NA,50.59381485,NA,6.246980741,1,11.19331499,NA,48.92561228,NA,5.097338861
"573","WE3B",3,"Burning Bush","bag","25-Jun",7,6,0.0119,"Non-native",573,1,0,0,0,0,1,0,0,2,1,NA,0,"WE3",1,11.47123674,NA,48.6219215,NA,4.942968431,3,11.50601535,0.205200891,49.58037383,1.446053614,5.025566801
"574","BB3C",3,"Sweet Birch","control","25-Jun",24,15,0.0908,"Native",574,2,0,0,4,4,7,1,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","AO4B",3,"Autumn Olive","bag","25-Jun",10,8,0.0693,"Non-native",575,4,0,0,3,0,2,0,0,0,4,NA,0,"AO4",1,9.927257538,NA,49.55753326,NA,5.821653515,3,11.27740033,0.194430099,53.12240728,0.94723785,5.494886464
"576","AO5B",3,"Autumn Olive","bag","25-Jun",32,13,0.0439,"Non-native",576,16,0,0,3,1,10,0,0,0,16,NA,0,"AO5",1,9.93210125,NA,49.92225266,NA,5.861638046,1,11.31602955,NA,49.68446732,NA,5.120266041
"577","WE3C",3,"Burning Bush","control","25-Jun",10,9,0.0178,"Non-native",577,1,0,1,2,0,3,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","BY5C",3,"Barberry","control","25-Jun",9,7,0.0036,"Non-native",578,0,0,0,1,0,2,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","WE2C",3,"Burning Bush","control","25-Jun",9,8,0.043,"Non-native",579,3,0,1,0,0,4,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","AO5C",3,"Autumn Olive","control","25-Jun",16,9,0.0365,"Non-native",580,2,1,1,1,0,8,1,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","MW6B",3,"Musclewood","bag","25-Jun",31,15,0.0432,"Native",581,9,0,0,8,0,10,0,0,0,9,NA,0,"MW6",1,8.055774267,NA,47.51097982,NA,6.877849373,1,11.11952909,NA,51.96914323,NA,5.450359179
"582","WH6C",3,"Witch-hazel","control","25-Jun",18,13,0.0285,"Native",582,4,0,1,3,6,1,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","WH7B",3,"Witch-hazel","bag","28-Jun",28,19,0.1062,"Native",583,14,1,1,2,1,5,1,0,0,14,NA,0,"WH7",1,10.66047934,NA,48.63582308,NA,5.320414872,3,10.90091112,0.333530592,50.45344161,2.370230615,5.395691608
"584","AO6B",3,"Autumn Olive","bag","28-Jun",11,5,0.0091,"Non-native",584,5,0,0,0,0,4,0,0,2,5,NA,0,"AO6",1,10.36634827,NA,46.22512436,NA,5.200178539,1,11.42747688,NA,51.01923752,NA,5.206544373
"585","WE5B",3,"Burning Bush","bag","28-Jun",19,15,0.0262,"Non-native",585,5,0,3,2,1,2,0,0,1,5,NA,0,"WE5",1,9.745838552,NA,44.60357561,NA,5.337236213,1,11.73736261,NA,48.62537648,NA,4.831237824
"586","BY3C",3,"Barberry","control","28-Jun",20,11,0.0098,"Non-native",586,8,0,2,0,1,5,1,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","BY9C",3,"Barberry","control","28-Jun",12,9,0.091,"Non-native",587,7,2,1,0,0,0,0,0,1,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","BY3B",3,"Barberry","bag","28-Jun",16,11,0.049,"Non-native",588,8,0,1,3,0,3,1,0,0,8,NA,0,"BY3",1,8.433306694,NA,36.07846069,NA,4.989029443,3,12.32877318,0.767308763,50.45762507,2.706328537,4.774579748
"589","AO7B",3,"Autumn Olive","bag","28-Jun",16,8,0.0233,"Non-native",589,4,0,1,1,0,6,0,0,0,4,NA,0,"AO7",3,9.115643183,0.411650922,50.24268214,1.038871437,6.432649694,1,11.06946087,NA,50.07571793,NA,5.275537042
"590","AO7C",3,"Autumn Olive","control","28-Jun",14,8,0.0316,"Non-native",590,3,1,0,3,0,4,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","WE4C",3,"Burning Bush","control","28-Jun",4,4,0.0192,"Non-native",591,1,0,0,0,0,2,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","HS7C",3,"Honeysuckle","control","28-Jun",26,11,0.0619,"Non-native",592,10,1,0,0,0,10,0,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","MW7B",3,"Musclewood","bag","28-Jun",24,12,0.0615,"Native",593,11,0,0,4,0,8,0,0,0,11,NA,0,"MW7",1,10.25612458,NA,51.56811503,NA,5.863594531,1,11.50023868,NA,49.70670615,NA,5.0405055
